,title,author,label
4965,California Ready for Single-Payer Insurance ... But Who’s Going to Pay for It? - Breitbart,Samuel Chi,0
4967,How Conservative Sites Turn Celebrity Despair on Its Head - The New York Times,Amanda Hess,0
4969,"Artist Says Burqa Images Challenge ’Anti-Immigrant’, ’Islamophobia’ Sentiment in Australia",Simon Kent,0
4974,"Battle Over Aleppo Is Over, Russia Says, as Evacuation Deal Reached - The New York Times",Anne Barnard,0
4976,Rep. Duncan on Deep State: We Need to Fire ’Entrenched Bureaucrats’ Who Leaked Information,Dan Riehl,0
4978,Melissa Gilbert Never Saw Congress in Her Future - The New York Times,Ana Marie Cox,0
4980,Britain’s Dreams of a ‘Swiss Miracle’ Look More Like Fantasy - The New York Times,James B. Stewart,0
4982,"College Students Protest, Alumni’s Fondness Fades and Checks Shrink - The New York Times",Anemona Hartocollis,0
4983,"Obama Endorses Hillary Clinton, and Urges Democrats to Unite - The New York Times",Julie Hirschfeld Davis and Jonathan Martin,0
4985,Watch: Celebs Sing ’I Will Survive’ Ahead of Trump Inauguration,Jerome Hudson,0
4988,Fox’s Andrew Napolitano Stirred the Pot for Trump’s British Tempest - The New York Times,Michael M. Grynbaum,0
4989,Melania Trump: From Small-Town Slovenia to Doorstep of White House - The New York Times,Jason Horowitz,0
4990,’Prey’ Review: An Immersive Though Sometimes Repetitive Sci-Fi Shooter RPG Hybrid - Breitbart,Nate Church,0
4991,"Peter Schweizer: Media Chases Trump-Putin Conspiracy Theories, Ignores Evidence of John Podesta’s Russia Ties",John Hayward,0
4995,Hillary Clinton and Bernie Sanders Meet as Their Battle Ends - The New York Times,Yamiche Alcindor and Patrick Healy,0
4997,What It Was Like Onstage During the Oscars 2017 Best Picture Mistake - The New York Times,Brooks Barnes and Cara Buckley,0
4998,"For Whites Sensing Decline, Donald Trump Unleashes Words of Resistance - The New York Times",Nicholas Confessore,0
4999,Tumult in Turkey: What We Know and Don’t Know - The New York Times,The New York Times,0
5001,African Migrants Brutally Rape Swedish Teen Leave Male Friend With Brain Damage,Jack Montgomery,0
5002,Trump Tweets Support for L.L. Bean Against Leftist Boycott,Joel B. Pollak,0
5003,Macron: Merkel’s Open Door Migrant Policy ’Saved Our Dignity’,Victoria Friedman,0
5005,Informed Patient? Don’t Bet On It - The New York Times,"Mikkael A. Sekeres, M.d. and Timothy D. Gilligan, M.d.",0
5009,Idaho Town Is Rattled Months After Reports of a Brutal Assault - The New York Times,Kirk Johnson,0
5011,"Acting on Instinct, Trump Upends His Own Foreign Policy - The New York Times",Mark Landler,0
5013,Hollywood Reporter: CNN’s Zucker Plots Digital Domination - Breitbart,Breitbart News,0
5015,How to Decide Which Headphones to Buy (Hint: Not Apple’s AirPods) - The New York Times,Damon Darlin,0
5016,Why the Italy Quake Was So Severe - The New York Times,Dan Bilefsky and Henry Fountain,0
5017,A Caramelized Cabbage Casserole to Get You to Spring - The New York Times,Sam Sifton,0
5018,Hate Your Job? Try These Survival Skills - The New York Times,Alina Tugend,0
5019,"Iran Revokes Russia’s Use of Air Base, Saying Moscow ‘Betrayed Trust’ - The New York Times",Anne Barnard and Andrew E. Kramer,0
5021,Seven Highlights From the Gorsuch Confirmation Hearings - The New York Times,"Matt Flegenheimer, Adam Liptak, Carl Hulse and Charlie Savage",0
5023,"Mike Ilitch, Little Caesars Founder and Detroit Sports Owner, Dies at 87 - The New York Times",Richard Goldstein,0
5024,Venus Flytraps Need Protection From Poachers in North Carolina - The New York Times,Christopher Mele,0
5026,A Fraud? Jonah Lehrer Says His Remorse Is Real - The New York Times,Alexandra Alter,0
5027,"‘Mischling,’ a Holocaust Tale of Twin Sisters in Mengele’s Grip - The New York Times",Michiko Kakutani,0
5029,Boeing to Begin Testing Self-Flying Airplanes - Breitbart,Lucas Nolan,0
5030,Sen. Richard Burr: ‘I Don’t See a Comprehensive Health Care Plan This Year’ - Breitbart,Sean Moran,0
5031,The Verdant Food of Iran Entices at Persian New Year - The New York Times,Samin Nosrat,0
5032,U.S. Team Wins Bocuse d’Or Competition for First Time - The New York Times,Florence Fabricant,0
5033,Physician Aid in Dying Gains Acceptance in the U.S. - The New York Times,Paula Span,0
5035,"Bill O’Reilly’s Secret: He Was a Centrist, Not a Conservative - Breitbart",Joel B. Pollak,0
5036,Report: PETA Produced Fake Animal Abuse Video as Part of Attempted Viral Awareness Campaign - Breitbart,Charlie Nash,0
5037,U.N. Report Blames Israel for Palestinian Men Beating Their Wives,Adam Shaw,0
5039,"Clinton, Trump, Reno: Your Monday Evening Briefing - The New York Times",Karen Zraick and Sandra Stevenson,0
5042,Chinese Companies Are Investing American Manufacturing Plants!,John Carney,0
5043,"With Brazil in Turmoil, Rio Counts Down to Olympics - The New York Times",Rebecca R. Ruiz,0
5045,Snapchat Finds Itself on the Wrong Side of a Racial Lens. Again. - The New York Times,Katie Rogers,0
5046,"Bill Maher Invites Milo Yiannopoulos, and Another Guest Cancels - The New York Times",Dave Itzkoff,0
5050,Sean Spicer: Trump to Impose Up to Five Executive Orders on Day One - Breitbart,Ben Kew,0
5053,Trump Entering White House Unbent and Unpopular - The New York Times,Peter Baker,0
5055,"Wyeth, a Temple of Midcentury Modern Design, Seeks New Wallets - The New York Times",Jacob Bernstein,0
5059,‘Not Our President’: Protests Spread After Donald Trump’s Election - The New York Times,Christopher Mele and Annie Correal,0
5061,A Loverly Revival: ‘My Fair Lady’ to Return to Broadway Next Year - The New York Times,Michael Paulson,0
5063,"Al-Shabaab, Al-Qaeda Affiliate in Somalia: U.S. Is ’Satan of Our Time’",Edwin Mora,0
5064,Richard Gere Rips Trump Immigration Policy: We Must ’Embrace and Love’ Each Other,Daniel Nussbaum,0
5065,Social Media Finds New Role as News and Entertainment Curator - The New York Times,John Herrman,0
5068,Los Angeles Charter School Advocates Win School Board Majority - Breitbart,Dr. Susan Berry,0
5069,"Lena Dunham Shares Diet Tips: ’Quiet Rage,’ ’Sweaty Dreams of Dystopian Future’",Jerome Hudson,0
5070,Chuck Todd on VA Shooting: ‘We Are All to Blame’ for the ‘Toxic Stew’ of Political Discourse - Breitbart,Pam Key,0
5071,Twitter Shares Crash Following Quarterly Earnings Report Release - Breitbart,Lucas Nolan,0
5072,Breitbart News Daily: Chicago Hate Crime - Breitbart,Breitbart News,0
5077,The Lighter Side of Rick Owens - The New York Times,Alexander Fury,0
5081,"Tim Kaine, Mike Pence, Donald Trump: Your Tuesday Evening Briefing - The New York Times",Karen Workman and Sandra Stevenson,0
5082,G.O.P. Lawmakers Like What They See in Trump. They Just Have to Squint. - The New York Times,Jonathan Martin and Matt Flegenheimer,0
5084,How I Learned to Tolerate Blake Lively - The New York Times,Wesley Morris,0
5085,A Friend Lied About Dylann Roof’s Massacre Plan. Now He’ll Go to Prison. - The New York Times,Chris Dixon and Kevin Sack,0
5087,"For Helping Immigrants, Chobani’s Founder Draws Threats - The New York Times",David Gelles,0
5089,Outdoor Clothing Giant Patagonia Pledging to Lead Resistance to President Donald Trump,Warner Todd Huston,0
5090,Do Nike’s New Shoes Give Runners an Unfair Advantage? - The New York Times,Jeré Longman,0
5091,Sanders: My Republican Colleagues Are ’Cowardly’ - Breitbart,Pam Key,0
5094,EU Adds Cost of Migrants in Turkey to Brexit Bill,Donna Rachel Edmunds,0
5096,Muslim Reform Leader Asra Nomani: Donald Trump’s Overseas Trip Has Been ’Genius’ So Far,John Hayward,0
5097,Ivanka Trump and Jared Kushner Said to Have Helped Thwart L.G.B.T. Rights Rollback - The New York Times,Glenn Thrush and Maggie Haberman,0
5099,"Bangladesh Arrests Over 3,000 to Halt Attacks - The New York Times",Julfikar Ali Manik and Geeta Anand,0
5100,"Dems Agree with Putin, Communist China on Paris Climate Change Agreement",Penny Starr,0
5102,"Fighting in Aleppo Leaves 2 Million Without Water, U.N. Says - The New York Times",Rick Gladstone,0
5103,Trump Lawyers Agree to Settlement Talks in University Suit - The New York Times,The Associated Press,0
5105,Precedent: Right After 1992 Election Bill Clinton Fired U.S. Attorney Jeff Sessions - Breitbart,Warner Todd Huston,0
5109,"Pamela Geller: Sharia Law Is ‘Misogynistic, Anti-Semitic, Anti-Infidel, Anti-Gay, Anti-Free Speech’",John Hayward,0
5110,"Critics Worry Over How Ben Carson, Lacking Expertise in Public Housing, Will Lead It - The New York Times",Sheryl Gay Stolberg,0
5111,Inviting the Easter Bunny to the Seder - The New York Times,Yotam Ottolenghi,0
5115,Limbaugh on Flynn Resignation: ’The Question Is What Did Barack Obama Know and When Did He Know It?’ - Breitbart,Jeff Poor,0
5118,Principal Bars Pregnant Teen from Graduation: ‘Best Way to Love Her Is to Hold Her Accountable for Her Immorality’ - Breitbart,Dr. Susan Berry,0
5119,Obama Moves to Block Chinese Acquisition of a German Chip Maker - The New York Times,Paul Mozur,0
5120,"Man Shot After Striking Off-Duty New York Detective With Meat Cleaver, Authorities Say - The New York Times","Christopher Mele, Al Baker and Emily Palmer",0
5122,Syrian Troops Push Deep Into Rebel-Held Parts of Aleppo - The New York Times,Anne Barnard,0
5127,What to Cook This Weekend - The New York Times,Sam Sifton,0
5130,NYT: ’Bill Maher and Milo Yiannopoulos Find Common Ground’ - Breitbart,Lucas Nolan,0
5132,"Dershowitz: Courts Psychoanalyzing Trump - If Obama Issued Travel Ban, It Would Be Constitutional - Breitbart",Pam Key,0
5133,’USA Today’ Article on Quarterback Marvels How He Can Be Friendly With Both Blacks and Whites - Breitbart,Warner Todd Huston,0
5134,"Rapid Evolution Saved This Fish From Pollution, Study Says - The New York Times",JoAnna Klein,0
5136,Dumping a Bad App? Tips for a Painless Breakup - The New York Times,Brian X. Chen,0
5139,Michigan Union Executives Removed Over Embezzlement Scandal,Warner Todd Huston,0
5141,"Donald Trump, Chattanooga, Mosul: Your Tuesday Evening Briefing - The New York Times",Karen Zraick and Sandra Stevenson,0
5143,Farmer on Trial Defends Smuggling Migrants: ‘I Am a Frenchman.’ - The New York Times,Adam Nossiter,0
5145,Mexicans Accuse President of ‘Historic Error’ in Welcoming Donald Trump - The New York Times,Azam Ahmed and Elisabeth Malkin,0
5146,Who Is Mike Cernovich? A Guide - The New York Times,Liam Stack,0
5147,Exclusive: Government Will Not Request Prison Sentence for ’Child Migrant’ Who Raped 5 Year-Old Boy,Jack Montgomery,0
5148,FBI’s Comey Debunks Huma Abedin’s Excuse for Clinton Emails Appearing on Anthony Weiner’s Laptop,Aaron Klein,0
5150,F.B.I.’s Critique of Hillary Clinton Is a Ready-Made Attack Ad - The New York Times,Patrick Healy,0
5153,"Popular Prostate Cancer Therapy Is Short, Intense and Unproven - The New York Times",Gina Kolata,0
5154,U.S.-Led Force Reduces Attacks on ISIS in Syria After Airstrike - The New York Times,Michael R. Gordon and Eric Schmitt,0
5155,Former FEC Chairwoman Suggests Regulating Political Speech on Social Media - Breitbart,Lucas Nolan,0
5156,Trump Returns to Campaign Trail After a Month in Office - The New York Times,Peter Baker,0
5157,U.S. Strikes on Syria Put Xi in Tough Position for Trump Meeting - The New York Times,Jane Perlez,0
5158,"’Psychological Problems’: Police Open Fire on Knife Attacker in Southern France, At Least One Other Injured",Oliver JJ Lane,0
5160,A Suit Over Schiele Drawings Invokes New Law on Nazi-Looted Art - The New York Times,William D. Cohan,0
5161,‘Weekend Warriors’ Show Survival Benefits - The New York Times,Gretchen Reynolds,0
5162,Watch: Spicer Asked How It Feels ’To Work for a Fascist?’ In Apple Store - Breitbart,Ian Hanchett,0
5163,Spike Lee Unveils Anti-Trump Nike Sneakers,Jerome Hudson,0
5164,Trump Accused of ‘Environmental Racism’ in Withdrawal from Paris Agreement,"Thomas D. Williams, Ph.D.",0
5165,"When the Sun Sets Early, It’s a Race to Prepare for Shabbat - The New York Times",Karen Barrow,0
5166,"In Saudi Call, Trump Pledges to ’Rigorously’ Enforce Iran Deal",Jack Tonhaben,0
5169,"Losing Hope in U.S., Migrants Make Icy Crossing to Canada - The New York Times","Catherine Porter, Dan Levin and Ian Austen",0
5170,Hillary Clinton’s New Attack on Donald Trump Cheers Her Allies and Worries His - The New York Times,"Jonathan Martin, Maggie Haberman and Amy Chozick",0
5171,The B*tch Is Back: MILO Celebrates Cinco de Milo - Breitbart,Lucas Nolan,0
5172,"‘To Hell and Back’ as a Cancer Survivor, Storm Victim and Caregiver - The New York Times",Emily Palmer,0
5174,Netanyahu’s Office Denies Report It Was Informed Trump Would Not Move U.S. Embassy to Jerusalem,Breitbart Jerusalem,0
5175,Celebrity Chef Sandra Lee: I ’Can’t Stomach’ Paul Ryan - Breitbart,Jerome Hudson,0
5177,Chrisette Michele Defends Inauguration Performance after Backlash,Jerome Hudson,0
5179,Stark Choice for Syrians in Rebel Areas: ‘Doom’ or the Green Bus - The New York Times,Anne Barnard and Hwaida Saad,0
5180,Illustrious Catholic Scholar Michael Novak Dies at 83,"Thomas D. Williams, Ph.D.",0
5182,Chairman Devin Nunes: ‘Cannot’ Rule Out Senior Obama Officials in Intelligence Leaks - Breitbart,Charlie Spiering,0
5188,’Destiny 2’ - Official Gameplay Reveal Trailer - Breitbart,Breitbart Tech,0
5190,Fox Sports’ Big East Trails Only Big 12 and ACC in Elite Players - Breitbart,John Pudner,0
5191,Mexican President’s Photo Op with Deported Migrants Backfires,Tony Aranda,0
5192,Carbs During Workouts May Fend Off Colds - The New York Times,Gretchen Reynolds,0
5193,"Trump Tweets, Vowing Obamacare Isn’t Safe Yet - Breitbart",Ian Mason,0
5194,Body Camera Failed to Record Chicago Police Shooting of Black Teenager - The New York Times,Mitch Smith,0
5196,Comey: ‘It Makes Me Mildly Nauseous to Think That We Might Have Had Some Impact on the Election’ - Breitbart,Pam Key,0
5199,China Deploys Aircraft Carrier to Disputed South China Sea - The New York Times,Javier C. Hernández,0
5200,"GOP Sen Lee: I’m ’Frustrated’ by ’Lack of Transparency’ In GOP Healthcare Bill, ’Small Handful’ of Leadership Staffers Writing It - Breitbart",Ian Hanchett,0
5203,"Revisiting 1917, a Year That Reverberates for Jews Around the World - The New York Times",Geraldine Fabrikant,0
5204,G.O.P.’s Moneyed Class Finds Its Place in New Trump World - The New York Times,Nicholas Confessore,0
5205,The Trump-Like Figures Popping Up in Central Europe - The New York Times,Rick Lyman,0
5207,Sports Writer Claims NC Bathroom Law Contributed to Duke’s Loss to South Carolina in NCAA Tournament - Breitbart,Robert J. Marlow,0
5208,"Trump Responds to Louvre Attack in Paris, Urging U.S. to ‘Get Smart’ - The New York Times","Jonathan Weisman, Emmarie Huetteman and Matt Flegenheimer",0
5209,Petra Kvitova Leaves Hospital Vowing to Play Tennis Again - The New York Times,The Associated Press,0
5212,"Watch: Chris Wallace Has Heated Exchange With Trump Attorney Jay Sekulow - ’Oh Boy, This Is Weird’ - Breitbart",Pam Key,0
5213,"Simone Biles Soars, Lifting Another Country With Her - The New York Times",Jeré Longman,0
5216,"N.F.L. Wins Appeal, and Tom Brady Has Little Recourse - The New York Times",Ken Belson,0
5219,"Testing the Limits of Trust, and Sushi, at Sugarfish - The New York Times",Pete Wells,0
5220,"Turkey Allows Women in Military to Wear Hijabs, in Cultural Shift - The New York Times",Patrick Kingsley,0
